timestamp,station_id,session_id,ev_id,temperature,current,voltage,power_kw,energy_kwh,proximity,active_sessions,is_charging
1744668642.406954,CS001,2b9eca62-6faf-4097-83f3-376809f1a79d,EV-8929,33.95,29.64,396.83,11.76,0.392,101.19,0,1
1744668644.4075902,CS001,ca1b6fe0-a7b2-4b32-8616-ad0fc38be078,EV-5785,34.14,29.96,397.07,11.9,0.397,99.86,1,1
1744668646.408594,CS001,39a60dc7-0f27-432b-89f0-b174d219fcdd,EV-8356,34.15,29.99,397.16,11.91,0.397,104.01,1,1
1744668648.40983,CS001,598bc53d-dfac-4648-8f6c-a5ee223db822,EV-4876,34.56,30.17,397.52,11.99,0.4,104.44,1,1
1744668650.41074,CS001,f483070d-150e-4ea7-bed8-a0d8d28c3f76,EV-3852,34.96,29.36,397.38,11.67,0.389,104.93,1,1
1744668652.4112322,CS001,21c77eae-be3b-4327-a23f-daa27b134459,EV-9846,35.02,28.66,398.1,11.41,0.38,103.63,1,1
1744668654.4122488,CS001,b024dec3-1448-4319-8c7e-f880227668f4,EV-7297,34.75,29.44,398.7,11.74,0.391,101.53,2,1
1744668656.4146173,CS001,211296aa-a316-4ffd-bbe5-d745231f1342,EV-9467,34.49,29.1,398.35,11.59,0.386,100.46,2,0
1744668658.4152682,CS001,acc90b49-622b-43f9-bd30-1934b12e39d5,EV-7820,34.77,28.55,397.76,11.36,0.379,103.18,3,1
1744668660.416161,CS001,1470a835-46ce-4b8e-80a1-5afac1a21f00,EV-5382,34.99,28.42,397.85,11.31,0.377,101.29,3,0
1744668662.4171536,CS001,a6cda762-89e4-4793-8779-fd73db3e77c4,EV-5691,34.84,28.12,397.98,11.19,0.373,100.82,2,0
1744668664.417974,CS001,349031db-33c6-4559-ba63-1907a3711657,EV-8740,35.1,28.25,398.64,11.26,0.375,101.08,1,0
1744668666.4185488,CS001,13e100bc-3e1f-4835-aa88-fd227c33a952,EV-3750,34.84,28.24,399.29,11.28,0.376,103.7,0,0
1744668668.4194927,CS001,30a8b45b-5b51-4b39-b4c2-9b9263871e65,EV-1640,34.58,27.76,399.24,11.08,0.369,103.55,0,1
1744668670.4205012,CS001,6436ed6a-b1dc-48b7-b165-9fc0dbaf7e00,EV-6006,34.41,27.91,399.52,11.15,0.372,106.04,1,1
1744668672.4214416,CS001,76431117-a85d-4e7c-a9f9-e184c22f4afb,EV-9092,34.54,28.28,400.09,11.31,0.377,108.83,0,0
1744668674.4223988,CS001,bc1fbfa4-7808-4846-b5a7-fb8d3a790080,EV-1774,34.71,27.79,400.32,11.12,0.371,109.41,0,0
1744668676.4233253,CS001,c6056aee-9aa2-49d0-b046-597a352614aa,EV-7527,34.44,27.64,400.26,11.06,0.369,106.88,0,1
1744668678.4242306,CS001,7974eccb-c6fc-41b5-875c-37dd6843be1a,EV-9082,34.63,27.08,400.04,10.83,0.361,105.89,0,0
1744668680.4251661,CS001,4aa87d46-2414-4a24-ac51-337a386ab4c4,EV-1543,34.45,26.61,399.95,10.64,0.355,102.95,0,0
1744668682.4261951,CS001,40363fe0-3f58-4d7d-bf1a-ed5a0247f144,EV-6039,34.54,26.28,400.63,10.53,0.351,105.24,0,1
1744668684.4272969,CS001,9d97c8b9-e85b-4199-a0b8-73b87c84ce3d,EV-3430,34.9,26.98,400.44,10.8,0.36,103.6,0,0
1744668686.4283547,CS001,d2bf4b83-8ba9-4572-9a67-ab0337abc1f6,EV-9535,34.89,26.71,400.77,10.7,0.357,102.2,0,0
1744668688.4297285,CS001,be010906-f7e9-4482-97e0-2afec79f1e58,EV-2112,35.06,27.41,401.08,10.99,0.366,103.54,0,1
1744668690.4306257,CS001,a7e996e9-0191-4649-868c-bfde09da14e9,EV-8494,34.96,27.03,401.05,10.84,0.361,101.48,0,0
1744668692.4312146,CS001,1b60ac14-6804-41e7-ae4e-86b20155f4cf,EV-5989,34.81,27.01,401.4,10.84,0.361,100.7,0,0
1744668694.4321332,CS001,1b501842-26e2-409c-b7b6-6a8af370c5b7,EV-9460,34.79,26.77,401.84,10.76,0.359,100.58,0,0
1744668696.433803,CS001,391047e9-3f0f-42cb-aaf8-8b007a431979,EV-5668,35.01,27.56,401.33,11.06,0.369,98.95,0,1
1744668698.4347212,CS001,3d799bba-ac9e-452f-b544-24e5b90d9fba,EV-9950,34.79,27.46,401.97,11.04,0.368,97.5,0,0
1744668700.4357362,CS001,21bed4f2-3d1e-44e4-9361-e4f4f75d7482,EV-4030,35.05,27.45,402.06,11.04,0.368,95.43,0,0
1744668702.4366503,CS001,b59533ea-ad94-4b93-93fc-8ae1ad953580,EV-5340,34.71,27.56,401.9,11.08,0.369,93.94,0,0
1744668704.437226,CS001,107459eb-83c2-41e7-b9b3-fd78c06e5676,EV-3104,34.44,27.07,402.43,10.89,0.363,93.12,0,1
1744668706.438145,CS001,2088819c-c521-4440-b5a5-cb940dbf458b,EV-2946,34.8,26.84,402.67,10.81,0.36,90.67,0,0
1744668708.439151,CS001,889627ab-9d22-418a-989c-c0df84780591,EV-6292,34.81,27.32,402.02,10.98,0.366,90.33,0,0
1744668710.4404075,CS001,ae8f8676-c7a8-49f0-98c8-6944f2df8f5c,EV-2648,34.67,26.89,401.24,10.79,0.36,89.26,0,0
1744668712.4411263,CS001,dd96f50d-d1b6-433b-a401-dbee09aa36f6,EV-9258,34.48,26.7,401.44,10.72,0.357,87.07,0,1
1744668714.4416676,CS001,c3211339-fee9-40ff-9249-81e450350325,EV-9421,34.39,27.18,401.85,10.92,0.364,88.1,0,1
1744668716.4425495,CS001,40917a1b-01df-4128-8767-b5f57de72143,EV-2158,34.57,27.76,401.61,11.15,0.372,88.94,0,1
1744668718.4436743,CS001,1b51a7f3-35f3-4c37-8e0c-bb3dc536c398,EV-4978,34.53,27.76,401.36,11.14,0.371,87.28,0,1
1744668720.4441621,CS001,39793df8-bec9-4bfa-919f-376fb7c3f5b8,EV-1127,34.44,27.21,401.91,10.94,0.365,89.32,0,1
1744668722.4450698,CS001,53fd0a65-8e32-4116-93ae-7fb0f68915dc,EV-1443,34.73,27.17,401.27,10.9,0.363,92.58,0,1
1744668724.4474726,CS001,9c003c19-2c94-4be1-87f0-6279ac55b6b5,EV-4775,34.67,27.44,400.51,10.99,0.366,94.61,0,1
1744668726.4486697,CS001,b70be8a2-ca60-41b9-beb7-81c533b0dc06,EV-5490,34.93,27.04,400.17,10.82,0.361,95.52,0,1
1744668728.4503152,CS001,17ebd95d-2959-459d-a602-d3701f9ca53e,EV-7482,35.02,26.75,399.67,10.69,0.356,93.01,0,1
1744668730.4509056,CS001,7a67a09e-8400-4ea3-b236-7eaf239e27b5,EV-1400,34.97,26.75,399.19,10.68,0.356,92.43,0,0
1744668732.4514718,CS001,13a9e9ad-bdb4-4adf-8726-ba511b49c534,EV-2225,34.73,26.99,399.41,10.78,0.359,90.67,0,1
1744668734.4520094,CS001,5c2d0cda-8d64-46ce-8a48-0e3613fc2caf,EV-8835,34.81,26.91,399.25,10.74,0.358,92.26,0,0
1744668736.452396,CS001,f7c8c8bb-30a7-4ee8-9d2b-e7aad97a9823,EV-7184,34.97,26.99,398.96,10.77,0.359,89.35,0,1
1744668738.453179,CS001,de4d2b7d-9894-40c4-b66a-212d0519c491,EV-7135,35.13,26.87,398.73,10.71,0.357,88.99,0,1
1744668740.4546146,CS001,da93abbf-5df8-4608-98d1-350eac4f5e55,EV-9648,34.89,26.43,399.25,10.55,0.352,86.68,0,0
1744668742.4551086,CS001,7cd248ef-150f-4c64-89a4-a744d54904a1,EV-1365,34.71,26.48,399.69,10.58,0.353,85.04,0,0
1744668744.4555922,CS001,96c9093d-4c9c-4313-9588-df4815ba35ac,EV-5129,34.9,26.76,399.85,10.7,0.357,86.68,0,0
1744668746.4564853,CS001,b85cdee9-0141-4a3c-9049-e3de89744dd9,EV-4032,34.94,26.89,400.43,10.77,0.359,84.61,0,1
1744668748.4571736,CS001,6a6ccc10-b2f1-4669-aa21-879384fa9153,EV-6954,34.67,26.72,400.97,10.71,0.357,82.73,0,1
1744668750.4581087,CS001,c3105cd3-1585-41cd-b014-35e03c68a902,EV-2983,34.91,26.7,401.1,10.71,0.357,85.5,0,0
1744668752.4593472,CS001,2b2a1ef0-f677-4031-a663-29d26887ba29,EV-3795,34.82,27.39,400.89,10.98,0.366,83.83,0,0
1744668754.4601753,CS001,71429749-bd9c-455a-9d5f-796835a1f3cf,EV-2349,35.13,28.08,400.35,11.24,0.375,84.21,0,1
1744668756.461545,CS001,1b3b9c80-bf03-4f20-8c46-01f531010b00,EV-8037,35.14,28.01,400.86,11.23,0.374,82.5,0,0
1744668758.46214,CS001,772da5f3-6180-4a77-972b-9ba70458dbda,EV-3659,35.28,28.24,400.35,11.31,0.377,82.61,0,0
1744668760.4629307,CS001,6a18981f-634d-4f8e-b436-57d59358be63,EV-6933,35.35,28.67,400.07,11.47,0.382,82.35,0,1
1744668762.463365,CS001,0411c236-5d7f-41e8-9b79-f1a1d243995c,EV-3070,35.18,29.32,400.25,11.74,0.391,81.41,0,1
1744668764.4651203,CS001,2b7f2640-d468-4b83-9b0f-81fb9bc1bebd,EV-4769,35.3,28.97,400.12,11.59,0.386,83.38,0,0
1744668766.4663446,CS001,bc670796-3bc2-4cab-8cf4-6977e6c93cab,EV-4163,35.59,29.14,399.79,11.65,0.388,83.24,0,0
1744668768.4670718,CS001,7257f692-9b05-4ea6-a374-0e7ae9587f5e,EV-7930,35.46,29.75,399.2,11.88,0.396,84.71,0,0
1744668770.4685445,CS001,be2963e8-3ff0-4088-971e-94f123af6092,EV-7296,35.18,29.44,398.97,11.75,0.392,85.91,0,0
1744668772.4692285,CS001,e2d7def5-d4dd-4f24-966f-540587eed7b5,EV-1619,35.44,29.99,399.03,11.97,0.399,84.51,0,0
1744668774.4709294,CS001,d41a6248-c3af-4057-bcce-0bd7c1c86fcb,EV-6966,35.72,30.37,398.65,12.11,0.404,83.64,0,1
1744668776.472004,CS001,5ef511bf-bca3-41ae-970f-58840bb4b902,EV-3312,35.82,30.4,398.95,12.13,0.404,85.28,0,1
1744668778.4731634,CS001,89a3fc93-2ff5-4995-8ed2-61803379328e,EV-5165,35.88,29.78,399.43,11.9,0.397,83.11,0,0
1744668780.4736228,CS001,b26997dc-d742-4f3a-a5c9-cc8c4c0a0e79,EV-5708,35.83,30.25,399.09,12.07,0.402,81.82,0,0
1744668782.474295,CS001,1f6c9abd-2214-4f54-a73a-0149767dafe6,EV-3936,35.45,30.79,399.3,12.29,0.41,80.95,0,0
1744668784.4771242,CS001,51f32c4f-0745-49f1-bd2c-84ac13f50e50,EV-4978,35.2,30.82,399.17,12.3,0.41,82.95,0,1
1744668786.4782817,CS001,441a14bd-77de-4c0b-8e39-26ab97aab2af,EV-3154,35.12,30.67,398.97,12.24,0.408,80.58,0,1
1744668788.4798577,CS001,2a42570f-349c-4baa-94ea-ffe5d3b08960,EV-7453,34.8,30.38,399.06,12.12,0.404,82.04,0,0
1744668790.4828837,CS001,56db8355-1163-42d5-8d47-e8d0b163f243,EV-9606,34.91,30.14,399.7,12.05,0.402,83.5,0,0
1744668792.4844294,CS001,1cbe569d-b16b-4b77-a8ed-6738f07773c8,EV-6872,34.88,29.55,399.75,11.81,0.394,83.3,0,0
1744668794.4850304,CS001,cb5d7074-507c-4ffd-b097-5b9d759666c7,EV-3135,34.91,30.07,399.81,12.02,0.401,82.36,0,1
1744668796.485611,CS001,689b9ab1-38b2-4ab1-9021-d0f6cbccb747,EV-4324,34.76,30.52,399.45,12.19,0.406,84.34,0,1
1744668798.4869819,CS001,1d2dd1e8-b4da-49a5-87bf-3ecc99502161,EV-3491,35.0,30.03,399.92,12.01,0.4,85.02,0,1
1744668800.4923584,CS001,648c1200-5a0b-4929-ae55-e1658eb9a1cd,EV-3693,34.7,29.74,400.24,11.9,0.397,88.41,0,1
1744668802.4934976,CS001,849be072-8986-4c6c-a8d7-26cffd5fcf67,EV-8331,34.81,29.89,399.7,11.95,0.398,90.53,0,1
1744668804.4940763,CS001,d962365f-3030-4328-9a55-b7dc2b512131,EV-2122,34.77,29.63,399.44,11.84,0.395,89.74,0,1
1744668806.4948578,CS001,6d2c5c36-9cad-4792-944e-fcb9f533f3bc,EV-4060,34.55,30.09,400.12,12.04,0.401,90.03,0,0
1744668808.4953153,CS001,ee7f82eb-7add-439f-95e4-c87d4034126f,EV-1015,34.74,30.68,400.12,12.28,0.409,89.14,0,1
1744668810.4965434,CS001,d99d1103-98af-41c7-a19a-05a9b49cf101,EV-4764,35.05,31.01,399.47,12.39,0.413,90.71,0,0
1744668812.497326,CS001,a444fd33-b5fb-4637-8f3e-f1437fbe8d23,EV-5627,34.79,30.62,399.87,12.24,0.408,92.98,0,1
1744668814.4978907,CS001,abaae040-6398-4ebc-b709-2a9d27806bed,EV-2112,35.02,31.12,399.39,12.43,0.414,96.23,0,1
1744668816.4991734,CS001,a96449d7-9e7e-4d97-b06d-5acb98c272f7,EV-6521,34.79,31.3,400.02,12.52,0.417,98.09,0,0
1744668818.4998171,CS001,3d1f37a3-cae7-42f7-808c-e40802bb9320,EV-5286,34.66,31.79,400.57,12.73,0.424,99.36,0,0
1744668820.502619,CS001,502ee571-9654-4fdd-ac4b-7d6885cf3e3a,EV-2307,34.87,31.2,400.32,12.49,0.416,99.28,0,1
1744668822.5038126,CS001,e93ebb4c-0fa2-4a61-8e3f-fb552c5dc970,EV-1718,34.97,31.07,400.33,12.44,0.415,99.75,0,0
1744668824.5047395,CS001,9351c0e8-51d0-4595-839a-89db403ec62e,EV-8059,35.18,31.6,400.47,12.65,0.422,100.93,0,1
1744668826.5056155,CS001,15f4f6b7-0821-459b-90e4-7d7e5dfe9331,EV-5990,35.15,31.69,400.36,12.69,0.423,103.82,0,0
1744668828.5064335,CS001,d1be59c6-c7c1-4ba2-9767-bca6d3795c9d,EV-7702,35.1,31.04,400.84,12.44,0.415,101.79,0,1
1744668830.5070894,CS001,e8be4ccb-05bb-463b-99da-468da024afc4,EV-3945,35.27,30.62,401.02,12.28,0.409,103.84,0,0
1744668832.507699,CS001,cf81b107-f47b-4c48-af64-0fdcc6e7ea46,EV-8570,35.22,30.54,400.42,12.23,0.408,103.21,0,1
1744668834.5085392,CS001,9bd32c7e-f3d5-4697-9832-6d33af81406f,EV-4278,35.49,30.07,400.45,12.04,0.401,104.55,0,1
1744668836.509329,CS001,98984267-3b5d-476c-a00a-aa32dc41d87a,EV-5875,35.57,30.1,400.73,12.06,0.402,102.55,0,0
1744668838.5103052,CS001,00faf457-133c-476c-9953-d79273c7eb0e,EV-6443,35.4,30.35,400.7,12.16,0.405,101.39,0,1
1744668840.5108218,CS001,abc76676-19a2-4002-aefe-0139d2c4fc24,EV-7732,35.29,30.85,400.99,12.37,0.412,102.98,0,0
1744668842.5128658,CS001,0869bfb9-181d-4d37-8871-eb304656710a,EV-5179,35.21,30.59,400.53,12.25,0.408,104.45,0,0
1744668844.5133955,CS001,b5b23d21-f022-46ea-bdd8-f062b1fbefe3,EV-4164,35.21,30.63,400.14,12.26,0.409,101.27,0,1
1744668846.5144756,CS001,a25844b4-a7f6-4985-ada8-36dec4fa9e2b,EV-4735,35.13,30.35,399.72,12.13,0.404,104.23,0,0
1744668848.5154564,CS001,47016de1-6fda-471d-8d3b-2f49141e9dc9,EV-3952,35.28,30.6,399.87,12.24,0.408,103.41,0,0
1744668850.5165262,CS001,57ae6132-5eef-4aff-930e-699870328a7b,EV-5299,34.97,30.8,399.7,12.31,0.41,104.67,0,1
1744668852.5175064,CS001,8a8c30e0-abb3-4ce5-b1a5-770d45aee023,EV-7742,35.24,31.1,399.84,12.44,0.415,107.32,0,0
1744668854.5184631,CS001,21b33a3d-7c44-46d5-8315-c7151e02deb4,EV-1256,34.97,30.58,399.61,12.22,0.407,105.49,0,0
1744668856.519328,CS001,55f1dd16-78bd-45b1-a09e-df06dde3cd02,EV-4640,34.83,30.82,400.04,12.33,0.411,106.92,0,1
1744668858.520294,CS001,55e52418-0e02-4ae2-a3e7-2142d48ccb6b,EV-5113,34.8,30.29,399.8,12.11,0.404,108.5,0,0
1744668860.521321,CS001,37323ac2-ab04-48dd-99bf-2ead6d60d577,EV-3422,34.55,29.87,400.11,11.95,0.398,106.6,0,1
1744668862.5221255,CS001,9870cbcf-fbbf-4109-b266-1df0f8a713b8,EV-9860,34.69,30.36,400.17,12.15,0.405,108.34,0,0
1744668864.5227525,CS001,274e7431-7867-4765-9f56-3de58375fefd,EV-9295,34.56,30.74,399.67,12.29,0.41,105.15,0,0
1744668866.5235543,CS001,f0420420-4934-4798-b02a-6725127a3add,EV-9171,34.91,30.53,399.69,12.2,0.407,103.96,0,0
1744668868.5244107,CS001,120e0cc7-7afb-4d52-a4ee-133bcaa2ebf0,EV-5285,34.9,30.09,399.65,12.03,0.401,105.27,0,1
1744668870.5253491,CS001,8fe3370c-9f4f-4480-831c-a603dca45dee,EV-3960,35.15,30.19,399.11,12.05,0.402,106.98,0,0
1744668872.5262935,CS001,6e0d4f43-3806-4ab2-a86d-a9cc846828e5,EV-3839,35.0,29.95,399.4,11.96,0.399,104.12,0,0
1744668874.527256,CS001,7a916099-75b0-4beb-8337-7f9598a09fb7,EV-7896,35.05,29.82,399.47,11.91,0.397,106.52,0,1
1744668876.528401,CS001,7da36ec4-9ebe-487a-99cf-58acd19b130f,EV-7644,35.12,29.81,399.09,11.9,0.397,106.51,0,1
1744668878.5293248,CS001,f85343ba-aec7-4b29-bb98-50e8b5b781fd,EV-4529,35.29,30.28,398.63,12.07,0.402,106.38,0,1
1744668880.5304527,CS001,4b210300-9351-4d36-8f90-82dd6a5a168f,EV-5260,35.38,29.95,399.02,11.95,0.398,105.08,0,0
1744668882.5313544,CS001,1ad46507-37e9-42a5-bb7b-3a681fea34eb,EV-7574,35.3,29.34,398.62,11.7,0.39,106.56,0,1
1744668884.5323906,CS001,c80cd7f5-783e-455e-83e2-0643484f0677,EV-1947,35.09,29.75,398.45,11.85,0.395,105.95,0,0
1744668886.5333555,CS001,c219fe94-e07b-4986-84fd-8b99739399d1,EV-3038,35.28,30.24,398.71,12.06,0.402,105.64,0,1
1744668888.5342972,CS001,e86b6cea-9626-4226-970e-4ea51bc4840a,EV-2614,35.56,29.9,398.4,11.91,0.397,105.07,0,0
1744668890.5352705,CS001,7981e828-6833-4002-9410-a3aa4134d329,EV-9396,35.26,29.67,398.43,11.82,0.394,105.12,0,0
1744668892.5362988,CS001,fcc95418-75f1-47a2-b027-1d99a8b659cb,EV-6197,34.99,29.76,397.94,11.84,0.395,106.36,0,1
1744668894.5371983,CS001,bdbdf2f6-3c72-4585-92f4-c153da7de0a4,EV-9855,35.16,29.39,398.54,11.71,0.39,103.77,0,0
1744668896.5380995,CS001,bd14dd20-b939-45c1-903c-51b6ae271a72,EV-5313,35.07,29.51,398.2,11.75,0.392,101.0,0,0
1744668898.5389605,CS001,bb8f9f34-af84-4097-8efd-f2a2b263452a,EV-9602,35.18,28.97,398.58,11.55,0.385,101.09,0,0
1744668900.5398648,CS001,fbf21913-3a05-43cd-8876-d59530a49771,EV-4503,34.89,29.51,398.4,11.76,0.392,101.32,0,1
1744668902.5408268,CS001,b130f046-d8af-46d9-8777-8fd4199626d3,EV-1199,35.07,29.79,398.06,11.86,0.395,100.31,0,1
1744668904.5417988,CS001,7df86d6a-6062-4638-add2-e65a4393b9a5,EV-3619,34.95,29.58,398.3,11.78,0.393,99.21,0,1
1744668906.5432167,CS001,06c9ab60-4db1-42a1-acb0-6d9ac725d970,EV-2966,34.91,29.05,397.93,11.56,0.385,101.13,0,0
1744668908.5442696,CS001,cacced6e-43ef-4ce2-8dba-d52346098e6e,EV-4073,34.82,29.37,397.58,11.68,0.389,97.99,0,0
1744668910.5454433,CS001,634a9a17-1807-4c82-b3cb-54b1fe0eda21,EV-2767,34.86,29.83,397.32,11.85,0.395,99.48,0,0
1744668912.5465293,CS001,265344ae-b778-4c7b-851e-680a9958715b,EV-2610,34.61,29.66,397.17,11.78,0.393,98.22,0,1
1744668914.5474718,CS001,5dc1066e-fb1b-4836-9a57-e6a9e278205e,EV-9553,34.82,30.27,396.84,12.01,0.4,100.06,0,0
1744668916.54854,CS001,682fd137-4177-43cc-bdb1-91c99078f8d8,EV-3524,35.01,29.97,397.24,11.91,0.397,98.52,0,0
1744668918.549488,CS001,d415dd9f-a3c5-4be0-a755-8b4bbe84af29,EV-4189,35.02,29.37,396.86,11.66,0.389,100.91,0,1
1744668920.5504863,CS001,77ec5e47-04c6-4f65-bec4-956e29078a6c,EV-7938,34.76,28.75,397.42,11.43,0.381,98.61,0,0
1744668922.5514343,CS001,5b27af52-ee14-4361-a6d4-66e591b543b0,EV-4306,34.48,28.94,397.07,11.49,0.383,97.6,0,1
1744668924.5523489,CS001,b4302f6e-74cd-4c88-b70d-bbda7b622245,EV-1868,34.51,28.74,397.37,11.42,0.381,99.41,0,0
1744668926.5533912,CS001,6c08d651-4053-48a2-82ee-0dc804b9a671,EV-8300,34.63,29.13,397.94,11.59,0.386,96.61,0,1
1744668928.5566227,CS001,b4c0c449-242d-4f9c-9f20-dbc8f2899312,EV-2625,34.68,29.57,398.29,11.78,0.393,97.56,0,1
1744668930.5572042,CS001,f288fab7-09e8-40c4-b703-c42718ffb8ae,EV-9658,34.55,29.08,397.87,11.57,0.386,97.09,0,1
1744668932.5582712,CS001,4691a9b7-223e-4f7d-9750-0dc249d29675,EV-6692,34.4,29.24,397.7,11.63,0.388,96.81,0,0
1744668934.5592623,CS001,68404f24-214e-4557-8afa-0a0d5b1d7a46,EV-8564,34.68,29.22,398.03,11.63,0.388,96.78,0,0
1744668936.5597079,CS001,36244fcb-6739-491b-ab83-7fdb0d08874e,EV-6647,34.69,29.38,398.5,11.71,0.39,95.82,0,0
1744668938.5607967,CS001,43813628-da60-48bf-b7a7-acab9d575e7f,EV-6958,34.57,29.78,398.38,11.86,0.395,94.74,0,1
1744668940.561734,CS001,b94abff0-4a1e-4d36-aa5c-8379264fdb5d,EV-7524,34.39,30.41,398.63,12.12,0.404,96.41,0,0
1744668942.562538,CS001,84472f12-5569-4718-a4ab-4fa57ee9feaa,EV-5433,34.38,30.76,398.69,12.26,0.409,94.06,0,1
1744668944.5634754,CS001,eebaceb8-f6d3-4b2d-b527-b1247148c797,EV-3249,34.26,31.05,399.35,12.4,0.413,93.38,0,0
1744668946.5639458,CS001,843e5e2a-0013-496d-abdd-c30e04772ba2,EV-2231,34.5,31.29,399.46,12.5,0.417,95.58,0,0
1744668948.5648441,CS001,b3c1676c-bfc9-4c14-a846-2af249af071a,EV-1719,34.71,31.88,399.28,12.73,0.424,96.13,0,1
1744668950.5657794,CS001,66028489-3493-46ee-a8a6-e095d91b5fdc,EV-2707,34.65,31.19,398.99,12.44,0.415,95.43,0,1
1744668952.566661,CS001,ec0deccd-9d85-4cde-8078-d39fd87ef25b,EV-2794,34.63,31.72,399.12,12.66,0.422,97.65,0,1
